WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
3810,38,10,JUNE,6,"8,11"
3810,38,10,JULY,7,"23,24"
3810,38,10,SEPTEMBER,9,"4,5"
3810,38,10,OCTOBER,10,"17,18"
3811,38,11,APRIL,4,30
3811,38,11,MAY,5,1
3811,38,11,JUNE,6,"12,13"
3811,38,11,JULY,7,"25,26"
3811,38,11,SEPTEMBER,9,"6,7"
3811,38,11,OCTOBER,10,"19,22"
3812,38,12,MAY,5,"2,3"
3812,38,12,JUNE,6,"14,15"
3812,38,12,JULY,7,"27,30"
3812,38,12,SEPTEMBER,9,"10,11"
3812,38,12,OCTOBER,10,"23,24"
3813,38,13,MAY,5,"4,7"
3813,38,13,JUNE,6,"18,19"
3813,38,13,JULY,7,31
3813,38,13,AUGUST,8,1
3813,38,13,SEPTEMBER,9,"12,13"
3813,38,13,OCTOBER,10,"25,26"
3814,38,14,MAY,5,"8,9"
3814,38,14,JUNE,6,"20,21"
3814,38,14,AUGUST,8,"2,3"
3814,38,14,SEPTEMBER,9,"14,17"
3814,38,14,OCTOBER,10,"29,30"
3815,38,15,MAY,5,"10,11"
3815,38,15,JUNE,6,"22,25"
3815,38,15,AUGUST,8,"6,7"
3815,38,15,SEPTEMBER,9,"18,19"
3815,38,15,OCTOBER,10,31
3815,38,15,NOVEMBER,11,1
3901,39,1,APRIL,4,"2,3"
3901,39,1,MAY,5,"10,11"
3901,39,1,JUNE,6,"20,21"
3901,39,1,JULY,7,31
3901,39,1,AUGUST,8,1
3901,39,1,SEPTEMBER,9,"10,11"
3901,39,1,OCTOBER,10,"19,22"
3902,39,2,APRIL,4,"4,5"
3902,39,2,MAY,5,"14,15"
3902,39,2,JUNE,6,"22,25"
3902,39,2,AUGUST,8,"2,3"
3902,39,2,SEPTEMBER,9,"12,13"
3902,39,2,OCTOBER,10,"23,24"
3903,39,3,APRIL,4,"6,9"
3903,39,3,MAY,5,"16,17"
3903,39,3,JUNE,6,"26,27"
3903,39,3,AUGUST,8,"6,7"
3903,39,3,SEPTEMBER,9,"14,17"
3903,39,3,OCTOBER,10,"25,26"
3904,39,4,APRIL,4,"10,11"
3904,39,4,MAY,5,"18,21"
3904,39,4,JUNE,6,"28,29"
3904,39,4,AUGUST,8,"8,9"
3904,39,4,SEPTEMBER,9,"18,19"
3904,39,4,OCTOBER,10,"29,30"
3905,39,5,APRIL,4,"12,13"
3905,39,5,MAY,5,"22,23"
3905,39,5,JULY,7,"2,3"
3905,39,5,AUGUST,8,"10,13"
3905,39,5,SEPTEMBER,9,"20,21"
3905,39,5,OCTOBER,10,31
3905,39,5,NOVEMBER,11,1
3906,39,6,APRIL,4,"16,17"
3906,39,6,MAY,5,"24,25"
3906,39,6,JULY,7,"5,6"
3906,39,6,AUGUST,8,"14,15"
3906,39,6,SEPTEMBER,9,"24,25"
3906,39,6,NOVEMBER,11,"2,5"
3907,39,7,APRIL,4,"18,19"
3907,39,7,MAY,5,"29,30"
3907,39,7,JULY,7,"9,10"
3907,39,7,AUGUST,8,"16,17"
3907,39,7,SEPTEMBER,9,"26,27"
3907,39,7,NOVEMBER,11,"6,7"
3908,39,8,APRIL,4,"20,23"
3908,39,8,MAY,5,31
3908,39,8,JUNE,6,1
3908,39,8,JULY,7,"11,12"
3908,39,8,AUGUST,8,"20,21"
3908,39,8,OCTOBER,10,"4,5"
3908,39,8,NOVEMBER,11,"8,9"
3909,39,9,APRIL,4,"24,25"
3909,39,9,JUNE,6,"4,5"
3909,39,9,JULY,7,"13,16"
3909,39,9,AUGUST,8,"22,23"
3909,39,9,OCTOBER,10,"11,12"
3909,39,9,NOVEMBER,11,"12,13"
3910,39,10,APRIL,4,"26,27"
3910,39,10,JUNE,6,"6,7"
3910,39,10,JULY,7,"17,18"
3910,39,10,AUGUST,8,"24,27"
3910,39,10,OCTOBER,10,"15,16"
3910,39,10,NOVEMBER,11,"14,15"
3911,39,11,APRIL,4,30
3911,39,11,MAY,5,1
3911,39,11,JUNE,6,"8,11"
3911,39,11,JULY,7,"19,20"
3911,39,11,AUGUST,8,"28,29"
3911,39,11,OCTOBER,10,"17,18"
3912,39,12,MAY,5,"2,3"
3912,39,12,JUNE,6,"12,13"
3912,39,12,JULY,7,"23,24"
3912,39,12,AUGUST,8,"30,31"
3912,39,12,OCTOBER,10,1
3912,39,12,SEPTEMBER,9,28
3913,39,13,MAY,5,"4,7"
3913,39,13,JUNE,6,"14,15"
3913,39,13,JULY,7,"25,26"
3913,39,13,SEPTEMBER,9,"4,5"
3913,39,13,OCTOBER,10,"2,3"
3914,39,14,MAY,5,"8,9"
3914,39,14,JUNE,6,"18,19"
3914,39,14,JULY,7,"27,30"
3914,39,14,SEPTEMBER,9,"6,7"
3914,39,14,OCTOBER,10,"9,10"
4001,40,1,APRIL,4,"2,3"
4001,40,1,MAY,5,"16,17"
4001,40,1,JULY,7,"2,3"
4001,40,1,AUGUST,8,"16,17"
4001,40,1,OCTOBER,10,"2,3"
4001,40,1,NOVEMBER,11,16
4002,40,2,APRIL,4,"4,5"
4002,40,2,MAY,5,"18,21"
4002,40,2,JULY,7,"5,6"
4002,40,2,AUGUST,8,"20,21"
4002,40,2,OCTOBER,10,"4,5"
4003,40,3,APRIL,4,"6,9"
4003,40,3,MAY,5,"22,23"
4003,40,3,JULY,7,"9,10"
4003,40,3,AUGUST,8,"22,23"
4003,40,3,OCTOBER,10,"2,3"
4004,40,4,APRIL,4,"10,11"
4004,40,4,MAY,5,"24,25"
4004,40,4,JULY,7,"11,12"
4004,40,4,AUGUST,8,"24,27"
4004,40,4,OCTOBER,10,"11,12"
4005,40,5,APRIL,4,"12,13"
4005,40,5,MAY,5,"29,30"
4005,40,5,JULY,7,"13,16"
4005,40,5,AUGUST,8,"28,29"
4005,40,5,OCTOBER,10,"15,16"
4006,40,6,APRIL,4,"16,17,"
4006,40,6,MAY,5,31
4006,40,6,JUNE,6,1
4006,40,6,JULY,7,"17,18"
4006,40,6,AUGUST,8,"30,31"
4006,40,6,OCTOBER,10,"17,18"
4007,40,7,APRIL,4,"18,19"
4007,40,7,JUNE,6,"4,5"
4007,40,7,JULY,7,"19,20"
4007,40,7,SEPTEMBER,9,"4,5"
4007,40,7,OCTOBER,10,"19,22"
4008,40,8,APRIL,4,"20,23"
4008,40,8,JUNE,6,"6,7"
4008,40,8,JULY,7,"23,24"
4008,40,8,SEPTEMBER,9,"6,7"
4008,40,8,OCTOBER,10,"23,24"
4009,40,9,APRIL,4,"24,25"
4009,40,9,JUNE,6,"8,11"
4009,40,9,JULY,7,"25,26"
4009,40,9,SEPTEMBER,9,"10,11"
4009,40,9,OCTOBER,10,"25,26"
4010,40,10,APRIL,4,"26,27"
4010,40,10,JUNE,6,"12,13"
4010,40,10,JULY,7,"27,30"
4010,40,10,SEPTEMBER,9,"12,13"
4010,40,10,OCTOBER,10,"29,30"
4011,40,11,APRIL,4,30
4011,40,11,MAY,5,1
4011,40,11,JUNE,6,"14,15"
4011,40,11,JULY,7,31
4011,40,11,AUGUST,8,1
4011,40,11,SEPTEMBER,9,"14,17"
4011,40,11,OCTOBER,10,31
4011,40,11,NOVEMBER,11,1
4012,40,12,MAY,5,"2,3"
4012,40,12,JUNE,6,"18,19"
4012,40,12,AUGUST,8,"2,3"
4012,40,12,SEPTEMBER,9,"18,19"
4012,40,12,NOVEMBER,11,"2,5"
4013,40,13,MAY,5,"4,7"
4013,40,13,JUNE,6,"20,21"
4013,40,13,AUGUST,8,"6,7"
4013,40,13,SEPTEMBER,9,"20,21"
4013,40,13,NOVEMBER,11,"6,7"
4014,40,14,MAY,5,"8,9"
4014,40,14,JUNE,6,"22,25"
4014,40,14,AUGUST,8,"1,2"
4014,40,14,SEPTEMBER,9,"24,25"
4014,40,14,NOVEMBER,11,"8,9"
4015,40,15,MAY,5,"10,11"
4015,40,15,JUNE,6,"26,27"
4015,40,15,AUGUST,8,"10,13"
4015,40,15,SEPTEMBER,9,"26,27"
4015,40,15,NOVEMBER,11,"12,13"
4016,40,16,MAY,5,"14,15"
4016,40,16,JUNE,6,"28,29"
4016,40,16,AUGUST,8,"14,15"
4016,40,16,SEPTEMBER,9,28
4016,40,16,OCTOBER,10,1
4016,40,16,NOVEMBER,11,"14,15"
4101,41,1,APRIL,4,"2,3"
4101,41,1,MAY,5,"18,21"
4101,41,1,JULY,7,"9,10"
4101,41,1,AUGUST,8,"24,27"
4101,41,1,OCTOBER,10,"25,26"
4102,41,2,APRIL,4,"2,3"
4102,41,2,MAY,5,"18,21"
4102,41,2,JULY,7,"9,10"
4102,41,2,AUGUST,8,"24,27"
4102,41,2,OCTOBER,10,"29,30"
4103,41,3,APRIL,4,"4,5"
4103,41,3,MAY,5,"22,23"
4103,41,3,JULY,7,"11,12"
4103,41,3,AUGUST,8,"28,29"
4103,41,3,OCTOBER,10,31
4103,41,3,NOVEMBER,11,1
4104,41,4,APRIL,4,"4,5"
4104,41,4,MAY,5,"22,23"
4104,41,4,JULY,7,"11,12"
4104,41,4,AUGUST,8,"28,29"
4104,41,4,NOVEMBER,11,"2,5"
4105,41,5,APRIL,4,"6,9"
4105,41,5,MAY,5,"24,25"
4105,41,5,JULY,7,"13,16"
4105,41,5,AUGUST,8,"30,31"
4105,41,5,NOVEMBER,11,"6,7"
4106,41,6,APRIL,4,"6,9"
4106,41,6,MAY,5,"24,25"
4106,41,6,JULY,7,"13,16"
4106,41,6,AUGUST,8,"30,31"
4106,41,6,NOVEMBER,11,"8,9"
4107,41,7,APRIL,4,"10,11"
4107,41,7,MAY,5,"29,30"
4107,41,7,JULY,7,"17,18"
4107,41,7,SEPTEMBER,9,"4,5"
4107,41,7,NOVEMBER,11,"12,13"
4108,41,8,APRIL,4,"10,11"
4108,41,8,MAY,5,"29,30"
4108,41,8,JULY,7,"17,18"
4108,41,8,SEPTEMBER,9,"4,5"
4108,41,8,NOVEMBER,11,"14,15"
4109,41,9,APRIL,4,"12,13"
4109,41,9,MAY,5,31
4109,41,9,JUNE,6,1
4109,41,9,JULY,7,"19,20"
4109,41,9,SEPTEMBER,9,"6,7"
4109,41,9,NOVEMBER,11,16
4110,41,10,APRIL,4,"12,13"
4110,41,10,MAY,5,31
4110,41,10,JUNE,6,1
4110,41,10,JULY,7,"19,20"
4110,41,10,SEPTEMBER,9,"6,7"
4111,41,11,APRIL,4,"16,17"
4111,41,11,JUNE,6,"4,5"
4111,41,11,JULY,7,"23,24"
4111,41,11,SEPTEMBER,9,"10,11"
4112,41,12,APRIL,4,"16,17"
4112,41,12,JUNE,6,"4,5"
4112,41,12,JULY,7,"23,24"
4112,41,12,SEPTEMBER,9,"10,11"
4113,41,13,APRIL,4,"18,19"
4113,41,13,JUNE,6,"6,7"
4113,41,13,JULY,7,"25,26"
4113,41,13,SEPTEMBER,9,"12,13"
4114,41,14,APRIL,4,"18,19"
4114,41,14,JUNE,6,"6,7"
4114,41,14,JULY,7,"25,26"
4114,41,14,SEPTEMBER,9,"12,13"
4115,41,15,APRIL,4,"20,23"
4115,41,15,JUNE,6,"8,11"
4115,41,15,JULY,7,"27,30"
4115,41,15,SEPTEMBER,9,"14,17"
4116,41,16,APRIL,4,"20,23"
4116,41,16,JUNE,6,"8,11"
4116,41,16,JULY,7,"27,30"
4116,41,16,SEPTEMBER,9,"14,17"
4117,41,17,APRIL,4,"24,25"
4117,41,17,JUNE,6,"12,13"
4117,41,17,JULY,7,31
4117,41,17,AUGUST,8,1
4117,41,17,SEPTEMBER,9,"18,19"
4118,41,18,APRIL,4,"24,25"
4118,41,18,JUNE,6,"12,13"
4118,41,18,JULY,7,31
4118,41,18,AUGUST,8,1
4118,41,18,SEPTEMBER,9,"18,19"
4119,41,19,APRIL,4,"26,27"
4119,41,19,JUNE,6,"14,15"
4119,41,19,AUGUST,8,"2,3"
4119,41,19,SEPTEMBER,9,"20,21"
4120,41,20,APRIL,4,"26,27"
4120,41,20,JUNE,6,"14,15"
4120,41,20,AUGUST,8,"2,3"
4120,41,20,SEPTEMBER,9,"20,21"
4121,41,21,APRIL,4,30
4121,41,21,MAY,5,1
4121,41,21,JUNE,6,"18,19"
4121,41,21,AUGUST,8,"6,7"
4121,41,21,SEPTEMBER,9,"24,25"
4121,41,21,NOVEMBER,11,30
4122,41,22,APRIL,4,1
4122,41,22,MAY,5,"18,19"
4122,41,22,JULY,7,"6,7"
4122,41,22,AUGUST,8,"24,25"
4123,41,23,MAY,5,"2,3"
4123,41,23,JUNE,6,"20,21"
4123,41,23,AUGUST,8,"8,9"
4123,41,23,SEPTEMBER,9,"26,27"
4124,41,24,MAY,5,"2,3"
4124,41,24,JUNE,6,"20,21"
4124,41,24,AUGUST,8,"8,9"
4124,41,24,SEPTEMBER,9,"26,27"
4125,41,25,MAY,5,"4,7"
4125,41,25,JUNE,6,"22,25"
4125,41,25,AUGUST,8,"10,13"
4125,41,25,SEPTEMBER,9,28
4125,41,25,OCTOBER,10,1
4126,41,26,MAY,5,"4,7"
4126,41,26,JUNE,6,"22,25"
4126,41,26,AUGUST,8,"10,13"
4126,41,26,SEPTEMBER,9,28
4126,41,26,OCTOBER,10,1
4127,41,27,MAY,5,"8,9"
4127,41,27,JUNE,6,"26,27"
4127,41,27,AUGUST,8,"14,15"
4127,41,27,OCTOBER,10,"2,3"
4128,41,28,MAY,5,"8,9"
4128,41,28,JUNE,6,"26,27"
4128,41,28,AUGUST,8,"14,15"
4128,41,28,OCTOBER,10,"4,5"
4129,41,29,MAY,5,"10,11"
4129,41,29,JUNE,6,"28,29"
4129,41,29,AUGUST,8,"16,17"
4129,41,29,OCTOBER,10,"9,10"
4130,41,30,MAY,5,"10,11"
4130,41,30,JUNE,6,"28,29"
4130,41,30,AUGUST,8,"16,17"
4130,41,30,OCTOBER,10,"11,12"
4131,41,31,APRIL,4,"14,15"
4131,41,31,JUNE,6,"2,3"
4131,41,31,JULY,7,"20,21"
4131,41,31,OCTOBER,10,"15,16"
4132,41,32,APRIL,4,"14,15"
4132,41,32,JUNE,6,"2,3"
4132,41,32,JULY,7,"20,21"
4132,41,32,OCTOBER,10,"17,18"
4133,41,33,MAY,5,"16,17"
4133,41,33,JULY,7,"5,6"
4133,41,33,AUGUST,8,"22,23"
4133,41,33,OCTOBER,10,"19,22"
4134,41,34,MAY,5,"16,17"
4134,41,34,JULY,7,"5,6"
4134,41,34,AUGUST,8,"22,23"
4134,41,34,OCTOBER,10,"23,24"
4201,42,1,APRIL,4,"3,4,17,18"
4201,42,1,MAY,5,"1,2,15,16,29,30"
4201,42,1,JUNE,6,"12,13,26,27"
4201,42,1,JULY,7,"12,13,26,27"
4201,42,1,AUGUST,8,"9,10,23,24"
4201,42,1,SEPTEMBER,9,"7,11,21,25"
4201,42,1,OCTOBER,10,"5,9,19,23"
4201,42,1,NOVEMBER,11,"2,6,16"
4202,42,2,APRIL,4,"5,6,19,20"
4202,42,2,MAY,5,"3,4,17,18,31"
4202,42,2,JUNE,6,"1,14,15,28,29"
4202,42,2,JULY,7,"17,18,31"
4202,42,2,AUGUST,8,"1,14,15,28,29"
4202,42,2,SEPTEMBER,9,"12,13,26,27"
4202,42,2,OCTOBER,10,"10,11,24,25"
4202,42,2,NOVEMBER,11,"7,8"
4203,42,3,APRIL,4,"10,11,24,25"
4203,42,3,MAY,5,"8,5,22,23"
4203,42,3,JUNE,6,"5,6,19,20"
4203,42,3,JULY,7,"3,6,19,20"
4203,42,3,AUGUST,8,"2,3,16,17,30,31"
4203,42,3,SEPTEMBER,9,"14,18,28"
4203,42,3,OCTOBER,10,"2,12,16,26,30"
4203,42,3,NOVEMBER,11,"9,13"
4204,42,4,APRIL,4,"12,13,26,27"
4204,42,4,MAY,5,"10,11,24,25"
4204,42,4,JUNE,6,"7,8,21,22"
4204,42,4,JULY,7,"10,11,24,25"
4204,42,4,AUGUST,8,"7,8,21,22"
4204,42,4,SEPTEMBER,9,"5,6,19,20"
4204,42,4,OCTOBER,10,"3,4,17,18,31"
4204,42,4,NOVEMBER,11,"1,14,15"
4205,42,5,APRIL,4,"3,4,10,11,17,18,24,25"
4205,42,5,MAY,5,"1,2,8,9,15,16,22,23,29,30"
4205,42,5,JUNE,6,"5,6,12,13,19,20,26,27"
4205,42,5,JULY,7,"3,10,11,17,1824,25,31,"
4205,42,5,AUGUST,8,"1,7,8,14,15,21,22,28,29"
4205,42,5,SEPTEMBER,9,"4,5,11,12,18,19,25,26"
4205,42,5,OCTOBER,10,"2,3,9,10,16,17,23,24,30,31"
4205,42,5,NOVEMBER,11,"6,7,13,14"
4301,43,1,APRIL,4,"2,3,4,5"
4301,43,1,MAY,5,"10,11,14,15"
4301,43,1,JUNE,6,"20,21,22,25"
4301,43,1,JULY,7,31
4301,43,1,AUGUST,8,"1,2,3"
4301,43,1,SEPTEMBER,9,"10,11,12,13"
4301,43,1,OCTOBER,10,"19,22,23,24"
4302,43,2,APRIL,4,"6,9,10,11"
4302,43,2,MAY,5,"16,17,18,21"
4302,43,2,JUNE,6,"26,27,28,29"
4302,43,2,AUGUST,8,"6,7,8,9"
4302,43,2,SEPTEMBER,9,"14,17,18,19"
4302,43,2,OCTOBER,10,"25,26,29,30"
4303,43,3,APRIL,4,"12,13,16,17"
4303,43,3,MAY,5,"22,23,24,25"
4303,43,3,JULY,7,"2,3,5,6"
4303,43,3,AUGUST,8,"10,13,14,15"
4303,43,3,SEPTEMBER,9,"20,21,24,25"
4303,43,3,OCTOBER,10,31
4303,43,3,NOVEMBER,11,"1,2,5"
4304,43,4,APRIL,4,"18,19,20,23"
4304,43,4,MAY,5,"29,30,31"
4304,43,4,JUNE,6,1
4304,43,4,JULY,7,"9,10,11,12"
4304,43,4,AUGUST,8,"16,17,20,21"
4304,43,4,SEPTEMBER,9,"26,27,28"
4304,43,4,OCTOBER,10,1
4304,43,4,NOVEMBER,11,"6,7,8,9"
4305,43,5,APRIL,4,"24,25,26,27"
4305,43,5,JUNE,6,"4,5,6,7"
4305,43,5,JULY,7,"13,16,17,18"
4305,43,5,AUGUST,8,"22,23,24,27"
4305,43,5,OCTOBER,10,"2,3,4,5"
4305,43,5,NOVEMBER,11,"12,13,14,15"
4306,43,6,APRIL,4,30
4306,43,6,MAY,5,"1,2,3"
4306,43,6,JUNE,6,"8,11,12,13"
4306,43,6,JULY,7,"19,20,23,24"
4306,43,6,AUGUST,8,"28,29,30,31"
4306,43,6,OCTOBER,10,"8,10,11,12"
4307,43,7,MAY,5,"4,7,8,9"
4307,43,7,JUNE,6,"14,15,18,19"
4307,43,7,JULY,7,"25,26,27,30"
4307,43,7,SEPTEMBER,9,"4,5,6,7"
4307,43,7,OCTOBER,10,"15,16,17,18"
4308,43,8,APRIL,4,"3,10,17,24"
4308,43,8,MAY,5,"1,8,15,22,29"
4308,43,8,JUNE,6,"5,12,19,26"
4308,43,8,JULY,7,"3,10,17,24,31"
4308,43,8,AUGUST,8,"7,14,21,28"
4308,43,8,SEPTEMBER,9,"4,11,18,25"
4308,43,8,OCTOBER,10,"2,9,16,23,30"
4308,43,8,NOVEMBER,11,"6,13"
4401,44,1,APRIL,4,"2,4"
4401,44,1,MAY,5,"11,14"
4401,44,1,JUNE,6,"11,14"
4401,44,1,JULY,7,"13,16"
4401,44,1,AUGUST,8,"13,15"
4401,44,1,SEPTEMBER,9,"20,21"
4401,44,1,OCTOBER,10,"29,30"
4402,44,2,APRIL,4,"16,17"
4402,44,2,MAY,5,"15,16"
4402,44,2,JUNE,6,"21,22"
4402,44,2,JULY,7,"25,26"
4402,44,2,AUGUST,8,"28,29"
4402,44,2,SEPTEMBER,9,28
4402,44,2,OCTOBER,10,1
4402,44,2,NOVEMBER,11,"8,9"
4403,44,3,MAY,5,"7,10"
4403,44,3,JUNE,6,"19,20"
4403,44,3,JULY,7,"23,24"
4403,44,3,AUGUST,8,"22,23"
4403,44,3,SEPTEMBER,9,"26,27"
4403,44,3,OCTOBER,10,31
4403,44,3,NOVEMBER,11,5
4404,44,4,APRIL,4,"24,25"
4404,44,4,MAY,5,"23,24"
4404,44,4,JUNE,6,"27,28"
4404,44,4,AUGUST,8,"9,10"
4404,44,4,SEPTEMBER,9,"14,17"
4404,44,4,OCTOBER,10,"17,18"
4405,44,5,APRIL,4,"26,27"
4405,44,5,JUNE,6,"4,8"
4405,44,5,JULY,7,"9,12"
4405,44,5,AUGUST,8,"16,17"
4405,44,5,SEPTEMBER,9,"18,19"
4405,44,5,OCTOBER,10,"23,24"
4406,44,6,APRIL,4,30
4406,44,6,MAY,5,"1,30,31"
4406,44,6,JULY,7,"17,18"
4406,44,6,AUGUST,8,"20,21"
4406,44,6,SEPTEMBER,9,"24,25"
4406,44,6,OCTOBER,10,"25,26"
4407,44,7,APRIL,4,"10,11"
4407,44,7,MAY,5,"7,8"
4407,44,7,JUNE,6,"12,13"
4407,44,7,JULY,7,"10,11"
4407,44,7,AUGUST,8,"7,8"
4407,44,7,SEPTEMBER,9,"11,12"
4407,44,7,OCTOBER,10,"9,10"
4407,44,7,NOVEMBER,11,"13,14"
4408,44,8,APRIL,4,"12,13"
4408,44,8,MAY,5,"17,18"
4408,44,8,JUNE,6,"15,18"
4408,44,8,JULY,7,"19,20"
4408,44,8,AUGUST,8,"30,31"
4408,44,8,OCTOBER,10,"19,22"
4409,44,9,APRIL,4,"20,23"
4409,44,9,MAY,5,"25,29"
4409,44,9,JUNE,6,"29,"
4409,44,9,JULY,7,"2,27,30"
4409,44,9,AUGUST,8,"30,31"
4409,44,9,OCTOBER,10,"11,12"
4410,44,10,APRIL,4,"5,6"
4410,44,10,MAY,5,"3,4"
4410,44,10,JUNE,6,"1,7"
4410,44,10,JULY,7,"5,6"
4410,44,10,AUGUST,8,"2,3"
4410,44,10,SEPTEMBER,9,"6,7"
4410,44,10,OCTOBER,10,"4,5"
4410,44,10,NOVEMBER,11,"1,2"
4411,44,11,APRIL,4,"3,4"
4411,44,11,MAY,5,"1,2"
4411,44,11,JUNE,6,"5,6"
4411,44,11,JULY,7,3
4411,44,11,AUGUST,8,"1,7"
4411,44,11,SEPTEMBER,9,"4,5"
4411,44,11,OCTOBER,10,"2,3"
4411,44,11,NOVEMBER,11,"6,7"
4412,44,12,APRIL,4,"18,19"
4412,44,12,MAY,5,"21,22"
4412,44,12,JUNE,6,"25,26"
4412,44,12,JULY,7,31
4412,44,12,AUGUST,8,6
4412,44,12,SEPTEMBER,9,"10,13"
4412,44,12,OCTOBER,10,"15,16"
4501,45,1,APRIL,4,"2,3"
4501,45,1,JUNE,6,"12,13"
4501,45,1,AUGUST,8,"22,23"
4501,45,1,NOVEMBER,11,"2,5"
4502,45,2,APRIL,4,"4,5"
4502,45,2,JUNE,6,"14,15"
4502,45,2,AUGUST,8,"24,27"
4502,45,2,NOVEMBER,11,"6,7"
4503,45,3,APRIL,4,"6,9"
4503,45,3,JUNE,6,"18,19"
4503,45,3,AUGUST,8,"28,29"
4503,45,3,NOVEMBER,11,"8,9"
4504,45,4,APRIL,4,"10,11"
4504,45,4,JUNE,6,"20,21"
4504,45,4,AUGUST,8,"30,31"
4504,45,4,NOVEMBER,11,"12,13"
4505,45,5,APRIL,4,"12,13"
4505,45,5,JUNE,6,"22,25"
4505,45,5,SEPTEMBER,9,"4,5"
4505,45,5,NOVEMBER,11,"14,15"
4506,45,6,APRIL,4,"16,17"
4506,45,6,JUNE,6,"26,27"
4506,45,6,SEPTEMBER,9,"6,7"
4506,45,6,NOVEMBER,11,16
4507,45,7,APRIL,4,"18,19"
4507,45,7,JUNE,6,"28,29"
4507,45,7,SEPTEMBER,9,"10,11"
4508,45,8,APRIL,4,"20,23"
4508,45,8,JULY,7,"2,3"
4508,45,8,SEPTEMBER,9,"12,13"
4509,45,9,JULY,7,"5,6"
4509,45,9,APRIL,4,"24,25"
4509,45,9,SEPTEMBER,9,"14,17"
4510,45,10,APRIL,4,"26,27"
4510,45,10,JULY,7,"9,10"
4510,45,10,SEPTEMBER,9,"18,19"
4511,45,11,APRIL,4,30
4511,45,11,MAY,5,1
4511,45,11,JULY,7,"11,12"
4511,45,11,SEPTEMBER,9,"20,21"
4512,45,12,MAY,5,"2,3"
4512,45,12,JULY,7,"13,16"
4512,45,12,SEPTEMBER,9,"24,25"
4513,45,13,MAY,5,"4,7"
4513,45,13,JULY,7,"17,18"
4513,45,13,SEPTEMBER,9,"26,27"
4514,45,14,MAY,5,"8,9"
4514,45,14,JULY,7,"19,20"
4514,45,14,SEPTEMBER,9,28
4514,45,14,OCTOBER,10,1
4515,45,15,MAY,5,"10,11"
4515,45,15,JULY,7,"23,24"
4515,45,15,OCTOBER,10,"2,3"
4516,45,16,MAY,5,"14,15"
4516,45,16,JULY,7,"25,26"
4516,45,16,OCTOBER,10,"4,5"
4517,45,17,MAY,5,"16,17"
4517,45,17,JULY,7,"27,30"
4517,45,17,OCTOBER,10,"9,10"
4518,45,18,MAY,5,"18,21"
4518,45,18,JULY,7,31
4518,45,18,AUGUST,8,1
4518,45,18,OCTOBER,10,"11,12"
4519,45,19,MAY,5,"22,23"
4519,45,19,AUGUST,8,"2,3"
4519,45,19,NOVEMBER,11,"15,16"
4520,45,20,MAY,5,"24,25"
4520,45,20,AUGUST,8,"6,7"
4520,45,20,OCTOBER,10,"17,18"
4521,45,21,MAY,5,"29,30"
4521,45,21,AUGUST,8,"8,9"
4521,45,21,OCTOBER,10,"19,22"
4522,45,22,MAY,5,31
4522,45,22,JUNE,6,1
4522,45,22,AUGUST,8,"10,13"
4522,45,22,OCTOBER,10,"23,24"
4523,45,23,JUNE,6,"4,5"
4523,45,23,AUGUST,8,"14,15"
4523,45,23,OCTOBER,10,"25,26"
4524,45,24,JUNE,6,"6,7"
4524,45,24,AUGUST,8,"16,17"
4524,45,24,OCTOBER,10,"29,30"
4525,45,25,JUNE,6,"8,11"
4525,45,25,AUGUST,8,"20,21"
4525,45,25,OCTOBER,10,31
4525,45,25,NOVEMBER,11,1
4601,46,1,APRIL,4,"10,11"
4601,46,1,MAY,5,"8,9"
4601,46,1,JUNE,6,"12,13"
4601,46,1,JULY,7,"10,11"
4601,46,1,AUGUST,8,"8,14"
4601,46,1,SEPTEMBER,9,"11,12"
4601,46,1,OCTOBER,10,"9,10"
4601,46,1,NOVEMBER,11,"13,14"
4602,46,2,APRIL,4,"17,18"
4602,46,2,MAY,5,"15,16"
4602,46,2,JUNE,6,"19,20"
4602,46,2,JULY,7,"17,18"
4602,46,2,AUGUST,8,"15,21"
4602,46,2,SEPTEMBER,9,"18,19"
4602,46,2,OCTOBER,10,"16,17"
4603,46,3,APRIL,4,"24,25"
4603,46,3,MAY,5,"22,23"
4603,46,3,JUNE,6,"26,27"
4603,46,3,JULY,7,"24,25"
4603,46,3,AUGUST,8,"22,28"
4603,46,3,SEPTEMBER,9,"25,26"
4603,46,3,OCTOBER,10,"23,24"
4604,46,4,APRIL,4,"12,13"
4604,46,4,MAY,5,"10,11"
4604,46,4,JUNE,6,"8,14"
4604,46,4,JULY,7,"12,13"
4604,46,4,AUGUST,8,"9,10"
4604,46,4,SEPTEMBER,9,"13,14"
4604,46,4,OCTOBER,10,"11,12"
4604,46,4,NOVEMBER,11,"8,9"
4605,46,5,APRIL,4,"19,20"
4605,46,5,MAY,5,"17,18"
4605,46,5,JUNE,6,"15,21"
4605,46,5,JULY,7,"19,20"
4605,46,5,AUGUST,8,"16,17"
4605,46,5,SEPTEMBER,9,"20,21"
4605,46,5,OCTOBER,10,"18,19"
4605,46,5,NOVEMBER,11,"15,16"
4701,47,1,APRIL,4,"2,3"
4701,47,1,MAY,5,"18,19"
4701,47,1,JULY,7,"9,10"
4701,47,1,AUGUST,8,"24,27"
4701,47,1,OCTOBER,10,"15,16"
4702,47,2,APRIL,4,"4,5"
